1000.00	23.00	0.000	3.000	0.000	0.000	0.000
1000.00	23.00	0.000	3.000	0.000	0.000	0.000
1000.00	23.00	0.000	3.000	0.000	0.000	0.000
1000.00	23.00	0.000	3.000	0.000	0.000	0.000
1000.00	23.00	0.000	3.000	0.000	0.000	0.000
1000.00	23.00	0.000	3.000	0.000	0.000	0.000
1000.00	23.00	0.000	0.000	0.000	0.000	0.000
1000.00	23.9624	0.000	0.000	0.000	92.953	0.000
1000.00	24.19765	0.000	0.000	0.000	140.048	0.000
1000.00	24.83968333	0.000	0.000	0.000	215.241	0.000
1000.00	24.6922	0.000	0.000	0.000	260.522	0.000
1000.00	24.06278333	0.000	0.000	0.000	153.084	0.000
1000.00	21.86433333	0.000	2.200	0.000	75.131	0.000
1000.00	21.63261667	0.000	2.600	0.000	162.742	0.000
1000.00	21.81791667	0.000	0.400	0.000	155.289	0.000
1000.00	21.97555	0.000	0.000	0.000	122.125	0.000
1000.00	21.40146667	0.000	0.200	0.000	11.732	0.000
1000.00	20.815	0.000	0.000	0.000	6.063	0.000
1000.00	20.80195	0.000	0.000	0.000	4.627	0.000
1000.00	20.56215	0.000	0.000	0.000	0.533	0.000
1000.00	20.82635	0.000	0.000	0.000	0.726	0.000
1000.00	21.28636667	0.000	0.000	0.000	2.609	0.000
1000.00	21.11598333	0.000	0.000	0.000	0.000	0.000
1000.00	21.01585	0.000	8.600	0.000	4.826	0.000
1000.00	20.92883333	0.000	0.000	0.000	0.000	0.000
1000.00	21.12983333	0.000	0.200	0.000	0.000	0.000
1000.00	20.88258333	0.000	10.600	0.000	0.000	0.000
1000.00	20.54581667	0.000	5.800	0.000	1.931	0.000
1000.00	20.29606667	0.000	0.600	0.000	32.033	0.000
1000.00	20.45843333	0.000	0.200	0.000	122.166	0.000
1000.00	20.66735	0.000	0.000	0.000	139.858	0.000
1000.00	21.13588333	0.000	0.000	0.000	276.655	0.000
1000.00	21.85061667	0.000	0.200	0.000	380.576	0.000
1000.00	23.08765	0.000	0.000	0.000	413.623	0.000
1000.00	21.9012	0.000	6.200	0.000	238.051	0.000
1000.00	21.75138333	0.000	2.200	0.000	358.176	0.000
1000.00	21.61136667	0.000	0.800	0.000	364.188	0.000
1000.00	21.76103333	0.000	3.400	0.000	295.913	0.000
1000.00	22.44671667	0.000	0.600	0.000	294.090	0.000
1000.00	22.30025	0.000	0.000	0.000	119.374	0.000
1000.00	22.37055	0.000	0.000	0.000	52.011	0.000
1000.00	21.91115	0.000	0.000	0.000	0.000	0.000
1000.00	21.7587	0.000	0.000	0.000	0.000	0.000
1000.00	21.21093333	0.000	0.200	0.000	0.000	0.000
1000.00	21.2806	0.000	1.600	0.000	0.000	0.000
1000.00	20.60533333	0.000	1.200	0.000	0.000	0.000
1000.00	20.83596667	0.000	4.600	0.000	0.261	0.000
1000.00	20.33968333	0.000	0.000	0.000	2.245	0.000
1000.00	20.1588	0.000	0.000	0.000	0.000	0.000
1000.00	20.11695	0.000	0.000	0.000	0.000	0.000
1000.00	19.99193333	0.000	0.000	0.000	1.529	0.000
1000.00	20.30326667	0.000	0.000	0.000	1.118	0.000
1000.00	20.23953333	0.000	0.000	0.000	41.975	0.000
1000.00	20.6746	0.000	0.000	0.000	141.947	0.000
1000.00	21.65906667	0.000	0.200	0.000	319.348	0.000
1000.00	23.94741667	0.000	0.000	0.000	579.339	0.000
1000.00	23.83413333	0.000	0.400	0.000	644.233	0.000
1000.00	24.36426667	0.000	1.000	0.000	1049.494	0.000
1000.00	25.12536667	0.000	0.000	0.000	1017.334	0.000
1000.00	25.68086667	0.000	0.000	0.000	1089.020	0.000
1000.00	26.04465	0.000	0.000	0.000	1025.646	0.000
1000.00	26.1797	0.000	0.000	0.000	877.079	0.000
1000.00	25.8696	0.000	0.000	0.000	731.092	0.000
1000.00	24.85325	0.000	0.000	0.000	301.829	0.000
1000.00	23.5916	0.000	0.000	0.000	51.817	0.000
1000.00	22.8874	0.000	0.000	0.000	0.000	0.000
1000.00	22.60628333	0.000	0.000	0.000	1.098	0.000
1000.00	22.31466667	0.000	0.000	0.000	0.000	0.000
1000.00	22.03346667	0.000	0.000	0.000	0.000	0.000
1000.00	21.82868333	0.000	0.000	0.000	0.000	0.000
1000.00	21.54103333	0.000	0.000	0.000	0.000	0.000
1000.00	21.38233333	0.000	0.000	0.000	0.000	0.000
1000.00	21.09198333	0.000	0.000	0.000	0.000	0.000
1000.00	20.56701667	0.000	0.000	0.000	0.000	0.000
1000.00	19.99211667	0.000	0.000	0.000	0.240	0.000
1000.00	19.39106667	0.000	0.000	0.000	4.278	0.000
1000.00	19.86453333	0.000	0.000	0.000	42.953	0.000
1000.00	21.23533333	0.000	0.000	0.000	66.823	0.000
1000.00	23.64166667	0.000	0.000	0.000	538.672	0.000
1000.00	25.43931667	0.000	0.000	0.000	801.726	0.000
1000.00	26.59773333	0.000	0.000	0.000	1015.065	0.000
1000.00	26.95031667	0.000	0.000	0.000	1141.183	0.000
1000.00	27.72516667	0.000	0.000	0.000	1158.131	0.000
1000.00	27.28443333	0.000	0.000	0.000	1122.961	0.000
1000.00	27.42125	0.000	0.000	0.000	1026.433	0.000
1000.00	27.64105	0.000	0.000	0.000	884.335	0.000
1000.00	27.3894	0.000	0.000	0.000	607.892	0.000
1000.00	26.55891667	0.000	0.000	0.000	102.003	0.000
1000.00	24.74593333	0.000	0.000	0.000	63.061	0.000
1000.00	23.66618333	0.000	0.000	0.000	1.846	0.000
1000.00	22.96088333	0.000	0.000	0.000	0.000	0.000
1000.00	22.40466667	0.000	0.000	0.000	0.000	0.000
1000.00	22.02921667	0.000	0.000	0.000	0.000	0.000
1000.00	22.62558333	0.000	0.000	0.000	0.000	0.000
1000.00	22.76656667	0.000	0.000	0.000	1.152	0.000
1000.00	22.73571667	0.000	0.000	0.000	2.459	0.000
1000.00	22.61195	0.000	0.000	0.000	0.000	0.000
1000.00	22.31538333	0.000	0.000	0.000	2.692	0.000
1000.00	22.26853333	0.000	0.000	0.000	1.605	0.000
1000.00	22.13595	0.000	0.000	0.000	0.000	0.000
1000.00	22.25838333	0.000	0.000	0.000	31.601	0.000
1000.00	23.06821667	0.000	0.000	0.000	63.028	0.000
1000.00	24.6933	0.000	0.000	0.000	518.621	0.000
1000.00	26.26575	0.000	0.000	0.000	794.636	0.000
1000.00	28.00961667	0.000	0.000	0.000	994.984	0.000
1000.00	29.19396667	0.000	0.000	0.000	1062.212	0.000
1000.00	27.72765	0.000	0.000	0.000	994.016	0.000
1000.00	27.77271667	0.000	0.000	0.000	968.420	0.000
1000.00	27.49305	0.000	0.000	0.000	964.614	0.000
1000.00	27.36643333	0.000	0.000	0.000	886.938	0.000
1000.00	27.38615	0.000	0.000	0.000	546.370	0.000
1000.00	26.13221667	0.000	0.000	0.000	105.910	0.000
1000.00	25.53448333	0.000	0.000	0.000	47.797	0.000
1000.00	24.8346	0.000	0.000	0.000	0.000	0.000
1000.00	24.37005	0.000	0.000	0.000	1.663	0.000
1000.00	24.143	0.000	0.000	0.000	4.236	0.000
1000.00	23.83761667	0.000	0.000	0.000	0.000	0.000
1000.00	23.93206667	0.000	0.000	0.000	4.377	0.000
1000.00	23.79263333	0.000	0.000	0.000	0.000	0.000
1000.00	23.84028333	0.000	0.000	0.000	0.000	0.000
1000.00	23.77181667	0.000	0.000	0.000	0.000	0.000
1000.00	23.9884	0.000	0.000	0.000	0.000	0.000
1000.00	23.8827	0.000	0.000	0.000	0.000	0.000
1000.00	23.91158333	0.000	0.000	0.000	0.000	0.000
1000.00	24.01703333	0.000	0.000	0.000	53.946	0.000
1000.00	24.53633333	0.000	0.000	0.000	145.081	0.000
1000.00	25.39118333	0.000	0.000	0.000	244.267	0.000
1000.00	27.08058333	0.000	0.000	0.000	728.617	0.000
1000.00	28.92036667	0.000	0.000	0.000	864.075	0.000
1000.00	29.85903333	0.000	0.000	0.000	963.391	0.000
1000.00	29.75948333	0.000	0.000	0.000	972.890	0.000
1000.00	27.8696	0.000	0.000	0.000	914.508	0.000
1000.00	26.82151667	0.000	0.000	0.000	711.263	0.000
1000.00	25.46301667	0.000	0.000	0.000	104.951	0.000
1000.00	25.25426667	0.000	0.000	0.000	19.291	0.000
1000.00	24.89991667	0.000	0.000	0.000	3.875	0.000
1000.00	23.9443	0.000	0.200	0.000	0.000	0.000
1000.00	23.87246667	0.000	0.000	0.000	0.000	0.000
1000.00	24.47741667	0.000	0.000	0.000	1.049	0.000
1000.00	25.1186	0.000	0.000	0.000	0.821	0.000
1000.00	24.58263333	0.000	0.000	0.000	0.000	0.000
1000.00	23.4051	0.000	0.000	0.000	0.000	0.000
1000.00	23.08788333	0.000	0.000	0.000	0.000	0.000
1000.00	23.26895	0.000	0.000	0.000	0.000	0.000
1000.00	23.43116667	0.000	0.000	0.000	0.000	0.000
1000.00	23.31771667	0.000	0.000	0.000	0.000	0.000
1000.00	23.36981667	0.000	0.000	0.000	1.653	0.000
